sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,tot:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gother_forward_iv:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,tot:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,tot:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n
0.5,-1,-1,1,-31043.856714964633,0.0,-0.00031043856714964627,0.0,1.7353522520121546e+24,0.0,1.4160521780146476e+24,5.206854575620705e+23,867676126.0059814,0.0,1416052178014.6472,520685457562.0704,455992456.9349312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.35128653,0.0,1416052178014.6724,520685457562.0704,-295899.28023715527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429243853.48462355,3.542201009421775e-64,2793895.4066455523,23958313.631699596,0.0,0.0,0.0,0.0,431280246.5716374,4.0394434454608307e-64,3181766.4963947367,21404194.625516146,0.0,0.0,0.0,0.0,411979568.35220265,62589821.105793804,1416085399914.0952,520711310380.76636,0.0,0.0,0.0,0.0,5412846803.665758,0.0,0.0,0.0,2.7064234018325806e-06,0.0,0.0,0.0,-455992456.9349312,0.0,0.0,0.0,455865808.1355984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295899.28023715527,0.0,0.0,0.0,-169250.48090161424,0.0,0.0,0.0,-7.573064690121715e-18,-31043.856714963837,-7.573064690121713e-26,-0.00031043856714963835,1.7353522520121597e+24,0.0,1.4160521780146476e+24,5.206854575620705e+23,867676126.0059841,0.0,1416052178014.6472,520685457562.0704,0.0,0.0,0.0,0.0,455865808.1355984,0.0,0.0,0.0,411979568.35128653,0.0,1416052178014.6724,520685457562.0704,0.0,0.0,0.0,0.0,-169250.48090161424,0.0,0.0,0.0
0.52,-1,-1,1,-31043.85127839326,0.0,-0.00031043851278393257,0.0,1.73534583545262e+24,0.0,1.416051926998002e+24,5.2068537246287305e+23,867672917.7262142,0.0,1416051926998.0015,520685372462.8729,455992915.00694716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3512629,0.0,1416051926998.0227,520685372462.87244,-299565.6319965063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429253333.0202172,3.5443241058731e-64,2795534.8520298237,23947697.397919323,0.0,0.0,0.0,0.0,431264804.67612195,4.035985480680065e-64,3179096.2687159814,21421487.49861965,0.0,0.0,0.0,0.0,411979568.3522028,62589821.1057938,1416085399914.0955,520711310380.7664,0.0,0.0,0.0,0.0,4021450877.1900806,0.0,0.0,0.0,2.010725438594818e-06,0.0,0.0,0.0,-455992915.00694716,0.0,0.0,0.0,455864983.25889134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299565.6319965063,0.0,0.0,0.0,-171633.88393859164,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.851278392594,-1.0097419586828951e-25,-0.0003104385127839259,1.735345835452624e+24,0.0,1.416051926998002e+24,5.2068537246287305e+23,867672917.7262162,0.0,1416051926998.0015,520685372462.8729,0.0,0.0,0.0,0.0,455864983.25889134,0.0,0.0,0.0,411979568.3512629,0.0,1416051926998.0227,520685372462.87244,0.0,0.0,0.0,0.0,-171633.88393859164,0.0,0.0,0.0
0.54,-1,-1,1,-31043.845768371935,0.0,-0.00031043845768371933,0.0,1.7353390085551232e+24,0.0,1.4160516727689802e+24,5.206852861968352e+23,867669504.2774658,0.0,1416051672768.98,520685286196.835,455993371.54220545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.35123694,0.0,1416051672768.9968,520685286196.83417,-303435.61597722245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429262913.4752103,3.546469928231178e-64,2797192.642260696,23936962.844431963,0.0,0.0,0.0,0.0,431249198.3856436,4.03249050138446e-64,3176396.1620699437,21438973.104353286,0.0,0.0,0.0,0.0,411979568.35220253,62589821.105793774,1416085399914.0945,520711310380.76624,0.0,0.0,0.0,0.0,3522261977.1961284,0.0,0.0,0.0,1.7611309885978699e-06,0.0,0.0,0.0,-455993371.54220545,0.0,0.0,0.0,455864156.3613025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303435.61597722245,0.0,0.0,0.0,-174220.43507252852,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.845768371262,-1.0097419586828951e-25,-0.0003104384576837126,1.7353390085551264e+24,0.0,1.4160516727689802e+24,5.206852861968352e+23,867669504.2774675,0.0,1416051672768.98,520685286196.835,0.0,0.0,0.0,0.0,455864156.3613025,0.0,0.0,0.0,411979568.35123694,0.0,1416051672768.9968,520685286196.83417,0.0,0.0,0.0,0.0,-174220.43507252852,0.0,0.0,0.0
0.56,-1,-1,1,-31043.84018164619,0.0,-0.00031043840181646184,0.0,1.7353316678525186e+24,0.0,1.4160514152167587e+24,5.206851987233764e+23,867665833.9261634,0.0,1416051415216.7583,520685198723.3763,455993818.35623014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3512089,0.0,1416051415216.7722,520685198723.3754,-307552.78127644333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429272591.24609363,3.5486392159642525e-64,2798869.345570964,23926105.352692235,0.0,0.0,0.0,0.0,431233433.5698657,4.028957303175028e-64,3173665.250953654,21456658.966012605,0.0,0.0,0.0,0.0,411979568.35220283,62589821.105793774,1416085399914.0952,520711310380.7664,0.0,0.0,0.0,0.0,2942979335.785237,0.0,0.0,0.0,1.471489667892456e-06,0.0,0.0,0.0,-455993818.35623014,0.0,0.0,0.0,455863339.7590821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307552.78127644333,0.0,0.0,0.0,-177074.18412683386,0.0,0.0,0.0,-7.573064690121715e-18,-31043.840181645526,-7.573064690121713e-26,-0.00031043840181645523,1.7353316678525218e+24,0.0,1.4160514152167587e+24,5.206851987233764e+23,867665833.9261651,0.0,1416051415216.7583,520685198723.3763,0.0,0.0,0.0,0.0,455863339.7590821,0.0,0.0,0.0,411979568.3512089,0.0,1416051415216.7722,520685198723.3754,0.0,0.0,0.0,0.0,-177074.18412683386,0.0,0.0,0.0
0.58,-1,-1,1,-31043.834514468715,0.0,-0.0003104383451446871,0.0,1.7353236663179602e+24,0.0,1.416051154223951e+24,5.206851099995212e+23,867661833.1588843,0.0,1416051154223.9507,520685109999.5211,455994242.96984196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.35117686,0.0,1416051154223.9612,520685109999.52014,-311978.1621354313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429282359.0829891,3.55083272333575e-64,2800565.5404832778,23915119.85858926,0.0,0.0,0.0,0.0,431217522.0380901,4.025384657555365e-64,3170902.5931046507,21474553.33272778,0.0,0.0,0.0,0.0,411979568.3522024,62589821.105793774,1416085399914.094,520711310380.7659,0.0,0.0,0.0,0.0,3688037395.477702,0.0,0.0,0.0,1.8440186977386475e-06,0.0,0.0,0.0,-455994242.96984196,0.0,0.0,0.0,455862552.3502393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311978.1621354313,0.0,0.0,0.0,-180287.54253093296,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.834514468035,-1.0097419586828951e-25,-0.0003104383451446803,1.7353236663179632e+24,0.0,1.416051154223951e+24,5.206851099995212e+23,867661833.1588857,0.0,1416051154223.9507,520685109999.5211,0.0,0.0,0.0,0.0,455862552.3502393,0.0,0.0,0.0,411979568.35117686,0.0,1416051154223.9612,520685109999.52014,0.0,0.0,0.0,0.0,-180287.54253093296,0.0,0.0,0.0
0.6,-1,-1,1,-31043.828762427067,0.0,-0.00031043828762427066,0.0,1.7353147932381917e+24,0.0,1.4160508896660776e+24,5.206850199797023e+23,867657396.6190002,0.0,1416050889666.0771,520685019979.70215,455994626.5485208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3511408,0.0,1416050889666.0845,520685019979.70056,-316798.2806619741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429292204.24367976,3.553051205242899e-64,2802281.806478262,23904000.744627453,0.0,0.0,0.0,0.0,431201484.5461956,4.02177133499677e-64,3168107.244700138,21492665.355114605,0.0,0.0,0.0,0.0,411979568.35220253,62589821.1057938,1416085399914.0947,520711310380.7661,0.0,0.0,0.0,0.0,5688518285.75197,0.0,0.0,0.0,2.8442591428756714e-06,0.0,0.0,0.0,-455994626.5485208,0.0,0.0,0.0,455861822.7810986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316798.2806619741,0.0,0.0,0.0,-183994.51323704942,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.828762426427,-1.0097419586828951e-25,-0.00031043828762426426,1.735314793238197e+24,0.0,1.4160508896660776e+24,5.206850199797023e+23,867657396.6190028,0.0,1416050889666.0771,520685019979.70215,0.0,0.0,0.0,0.0,455861822.7810986,0.0,0.0,0.0,411979568.3511408,0.0,1416050889666.0845,520685019979.70056,0.0,0.0,0.0,0.0,-183994.51323704942,0.0,0.0,0.0
0.62,-1,-1,1,-31043.82292019291,0.0,-0.00031043822920192904,0.0,1.7353047446307725e+24,0.0,1.4160506214109495e+24,5.206849286155294e+23,867652372.3152905,0.0,1416050621410.9492,520684928615.5293,455994940.86687815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.35109866,0.0,1416050621410.9543,520684928615.52795,-322136.9026870644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429302105.77690184,3.555295396101688e-64,2804018.708544605,23892741.679804083,0.0,0.0,0.0,0.0,431185355.2219444,4.018116139329075e-64,3165278.2855209163,21511005.346133072,0.0,0.0,0.0,0.0,411979568.35220283,62589821.1057938,1416085399914.0952,520711310380.7664,0.0,0.0,0.0,0.0,6917864084.244537,0.0,0.0,0.0,3.458932042121887e-06,0.0,0.0,0.0,-455994940.86687815,0.0,0.0,0.0,455861194.1116971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322136.9026870644,0.0,0.0,0.0,-188390.14750248202,0.0,0.0,0.0,-7.573064690121715e-18,-31043.822920192328,-7.573064690121713e-26,-0.00031043822920192324,1.7353047446307792e+24,0.0,1.4160506214109495e+24,5.206849286155294e+23,867652372.3152938,0.0,1416050621410.9492,520684928615.5293,0.0,0.0,0.0,0.0,455861194.1116971,0.0,0.0,0.0,411979568.35109866,0.0,1416050621410.9543,520684928615.52795,0.0,0.0,0.0,0.0,-188390.14750248202,0.0,0.0,0.0
0.64,-1,-1,1,-31043.816981159165,0.0,-0.0003104381698115916,0.0,1.7352930797464774e+24,0.0,1.416050349318003e+24,5.206848358555472e+23,867646539.873143,0.0,1416050349318.0027,520684835855.5471,455995143.83866143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.35104716,0.0,1416050349318.0046,520684835855.5455,-328172.3165661469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429312030.5214608,3.557565978230421e-64,2805776.772801318,23881335.385418218,0.0,0.0,0.0,0.0,431169188.0821024,4.0144179592355494e-64,3162414.858656298,21529585.162612572,0.0,0.0,0.0,0.0,411979568.35220253,62589821.1057938,1416085399914.0945,520711310380.766,0.0,0.0,0.0,0.0,6657093763.352175,0.0,0.0,0.0,3.3285468816757202e-06,0.0,0.0,0.0,-455995143.83866143,0.0,0.0,0.0,455860730.68656766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328172.3165661469,0.0,0.0,0.0,-193759.16446911023,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.81698115839,-1.0097419586828951e-25,-0.00031043816981158386,1.7352930797464844e+24,0.0,1.416050349318003e+24,5.206848358555472e+23,867646539.8731464,0.0,1416050349318.0027,520684835855.5471,0.0,0.0,0.0,0.0,455860730.68656766,0.0,0.0,0.0,411979568.35104716,0.0,1416050349318.0046,520684835855.5455,0.0,0.0,0.0,0.0,-193759.16446911023,0.0,0.0,0.0
0.66,-1,-1,1,-31043.810936910206,0.0,-0.000310438109369102,0.0,1.7352791570930844e+24,0.0,1.4160500732375444e+24,5.206847416449529e+23,867639578.5464464,0.0,1416050073237.544,520684741644.95276,455995172.9361562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3509835,0.0,1416050073237.5437,520684741644.9512,-335162.7406938211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429321927.21248287,3.55986353441049e-64,2807556.449064348,23869773.295252446,0.0,0.0,0.0,0.0,431153066.63289416,4.0106758455188035e-64,3159516.2314733276,21548418.758857477,0.0,0.0,0.0,0.0,411979568.3522027,62589821.10579379,1416085399914.0952,520711310380.7664,0.0,0.0,0.0,0.0,5647540092.468885,0.0,0.0,0.0,2.823770046234131e-06,0.0,0.0,0.0,-455995172.9361562,0.0,0.0,0.0,455860528.25037557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335162.7406938211,0.0,0.0,0.0,-200518.05491033764,0.0,0.0,0.0,-5.048709793414476e-18,-31043.810936909453,-5.0487097934144756e-26,-0.00031043810936909447,1.7352791570930906e+24,0.0,1.4160500732375444e+24,5.206847416449529e+23,867639578.5464495,0.0,1416050073237.544,520684741644.95276,0.0,0.0,0.0,0.0,455860528.25037557,0.0,0.0,0.0,411979568.3509835,0.0,1416050073237.5437,520684741644.9512,0.0,0.0,0.0,0.0,-200518.05491033764,0.0,0.0,0.0
0.68,-1,-1,1,-31043.804776450164,0.0,-0.00031043804776450157,0.0,1.7352620403179573e+24,0.0,1.4160497930098944e+24,5.2068464592528305e+23,867631020.1588829,0.0,1416049793009.894,520684645925.28296,455994935.5045445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3509002,0.0,1416049793009.8923,520684645925.2809,-343483.6965623676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429331717.7994865,3.5621884767306316e-64,2809358.054263105,23858045.063840855,0.0,0.0,0.0,0.0,431137118.01218176,4.006889126994876e-64,3156581.887776456,21567522.98774004,0.0,0.0,0.0,0.0,411979568.3522018,62589821.10579379,1416085399914.0933,520711310380.7653,0.0,0.0,0.0,0.0,3876164555.5500493,0.0,0.0,0.0,1.938082277774811e-06,0.0,0.0,0.0,-455994935.5045445,0.0,0.0,0.0,455860728.83710754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343483.6965623676,0.0,0.0,0.0,-209277.02912347423,0.0,0.0,0.0,-5.048709793414476e-18,-31043.80477644955,-5.0487097934144756e-26,-0.00031043804776449544,1.7352620403179616e+24,0.0,1.4160497930098944e+24,5.2068464592528305e+23,867631020.158885,0.0,1416049793009.894,520684645925.28296,0.0,0.0,0.0,0.0,455860728.83710754,0.0,0.0,0.0,411979568.3509002,0.0,1416049793009.8923,520684645925.2809,0.0,0.0,0.0,0.0,-209277.02912347423,0.0,0.0,0.0
0.7000000000000001,-1,-1,1,-31043.798485072508,0.0,-0.000310437984850725,0.0,1.7352403597247932e+24,0.0,1.4160495084644627e+24,5.2068454863406674e+23,867620179.8623008,0.0,1416049508464.4624,520684548634.0666,455994294.5090146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3507906,0.0,1416049508464.459,520684548634.065,-353682.9975050811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429341284.6601863,3.564540940070172e-64,2811181.6876974916,23846137.854565777,0.0,0.0,0.0,0.0,431121533.8171778,4.0030575839808755e-64,3153611.665831727,21586918.76048192,0.0,0.0,0.0,0.0,411979568.3522023,62589821.10579379,1416085399914.0945,520711310380.76544,0.0,0.0,0.0,0.0,4868954420.090259,0.0,0.0,0.0,2.434477210044861e-06,0.0,0.0,0.0,-455994294.5090146,0.0,0.0,0.0,455861542.6803998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353682.9975050811,0.0,0.0,0.0,-220931.16888760956,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.79848507181,-1.0097419586828951e-25,-0.000310437984850718,1.7352403597247975e+24,0.0,1.4160495084644627e+24,5.2068454863406674e+23,867620179.862303,0.0,1416049508464.4624,520684548634.0666,0.0,0.0,0.0,0.0,455861542.6803998,0.0,0.0,0.0,411979568.3507906,0.0,1416049508464.459,520684548634.065,0.0,0.0,0.0,0.0,-220931.16888760956,0.0,0.0,0.0
0.72,-1,-1,1,-31043.792042703313,0.0,-0.0003104379204270331,0.0,1.7352121084825326e+24,0.0,1.4160492194186333e+24,5.2068444970442583e+23,867606054.2411705,0.0,1416049219418.633,520684449704.4257,455993047.5651535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3506386,0.0,1416049219418.629,520684449704.4237,-366561.6746222037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429350451.77603054,3.566920623105471e-64,2813027.1048287624,23834035.306816682,0.0,0.0,0.0,0.0,431106600.7680137,3.999181707253626e-64,3150605.9639284546,21606632.729287256,0.0,0.0,0.0,0.0,411979568.35220253,62589821.10579379,1416085399914.0942,520711310380.7656,0.0,0.0,0.0,0.0,4356727004.051689,0.0,0.0,0.0,2.1783635020256042e-06,0.0,0.0,0.0,-455993047.5651535,0.0,0.0,0.0,455863280.4486529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366561.6746222037,0.0,0.0,0.0,-236794.55811948952,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.792042702666,-1.0097419586828951e-25,-0.00031043792042702664,1.735212108482537e+24,0.0,1.4160492194186333e+24,5.2068444970442583e+23,867606054.2411727,0.0,1416049219418.633,520684449704.4257,0.0,0.0,0.0,0.0,455863280.4486529,0.0,0.0,0.0,411979568.3506386,0.0,1416049219418.629,520684449704.4237,0.0,0.0,0.0,0.0,-236794.55811948952,0.0,0.0,0.0
0.74,-1,-1,1,-31043.785421472894,0.0,-0.0003104378542147289,0.0,1.7351743426939037e+24,0.0,1.41604892567659e+24,5.206843490646222e+23,867587171.3468561,0.0,1416048925676.5898,520684349064.62213,455990896.0940579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3504213,0.0,1416048925676.584,520684349064.6203,-383293.0976235413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429358957.0285474,3.569326551716473e-64,2814893.5299777766,23821716.0335723,0.0,0.0,0.0,0.0,431092745.83482313,3.995263083398046e-64,3147566.045444836,21626699.73498024,0.0,0.0,0.0,0.0,411979568.3522028,62589821.10579377,1416085399914.0945,520711310380.7662,0.0,0.0,0.0,0.0,5366280674.934979,0.0,0.0,0.0,2.6831403374671936e-06,0.0,0.0,0.0,-455990896.0940579,0.0,0.0,0.0,455866400.65886056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383293.0976235413,0.0,0.0,0.0,-258797.66242347003,0.0,0.0,0.0,-5.048709793414476e-18,-31043.785421472196,-5.0487097934144756e-26,-0.0003104378542147219,1.7351743426939096e+24,0.0,1.41604892567659e+24,5.206843490646222e+23,867587171.346859,0.0,1416048925676.5898,520684349064.62213,0.0,0.0,0.0,0.0,455866400.65886056,0.0,0.0,0.0,411979568.3504213,0.0,1416048925676.584,520684349064.6203,0.0,0.0,0.0,0.0,-258797.66242347003,0.0,0.0,0.0
0.76,-1,-1,1,-31043.77858214757,0.0,-0.00031043778582147565,0.0,1.735122739927027e+24,0.0,1.4160486270279013e+24,5.2068424663754684e+23,867561369.9634178,0.0,1416048627027.901,520684246637.5467,455987399.96355474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3500999,0.0,1416048627027.893,520684246637.54474,-405598.3502374715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429366411.4457674,3.5717567279604325e-64,2816779.379038857,23809151.43046041,0.0,0.0,0.0,0.0,431080602.6221201,3.9913049665365256e-64,3144494.490474598,21647166.37633927,0.0,0.0,0.0,0.0,411979568.3522029,62589821.10579379,1416085399914.0952,520711310380.76636,0.0,0.0,0.0,0.0,4976987838.7456665,0.0,0.0,0.0,2.4884939193725586e-06,0.0,0.0,0.0,-455987399.96355474,0.0,0.0,0.0,455871579.3962506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405598.3502374715,0.0,0.0,0.0,-289777.7829308413,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.77858214686,-1.0097419586828951e-25,-0.00031043778582146855,1.7351227399270322e+24,0.0,1.4160486270279013e+24,5.2068424663754684e+23,867561369.9634203,0.0,1416048627027.901,520684246637.5467,0.0,0.0,0.0,0.0,455871579.3962506,0.0,0.0,0.0,411979568.3500999,0.0,1416048627027.893,520684246637.54474,0.0,0.0,0.0,0.0,-289777.7829308413,0.0,0.0,0.0
0.78,-1,-1,1,-31043.77146888999,0.0,-0.00031043771468889985,0.0,1.7350509493661325e+24,0.0,1.4160483232459503e+24,5.206841423401227e+23,867525474.6829705,0.0,1416048323245.95,520684142340.1226,455981910.8089981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.34960884,0.0,1416048323245.9417,520684142340.12085,-436004.4756370404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429372239.2807908,3.5742076106459035e-64,2818681.8497635056,23796302.474477433,0.0,0.0,0.0,0.0,431071108.9761176,3.9873131243369845e-64,3141395.863147847,21668096.225412868,0.0,0.0,0.0,0.0,411979568.35220295,62589821.10579382,1416085399914.096,520711310380.7665,0.0,0.0,0.0,0.0,5573034286.499639,0.0,0.0,0.0,2.7865171432495117e-06,0.0,0.0,0.0,-455981910.8089981,0.0,0.0,0.0,455879812.7952496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436004.4756370404,0.0,0.0,0.0,-333906.46188569826,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.771468889252,-1.0097419586828951e-25,-0.0003104377146888925,1.7350509493661378e+24,0.0,1.4160483232459503e+24,5.206841423401227e+23,867525474.6829731,0.0,1416048323245.95,520684142340.1226,0.0,0.0,0.0,0.0,455879812.7952496,0.0,0.0,0.0,411979568.34960884,0.0,1416048323245.9417,520684142340.12085,0.0,0.0,0.0,0.0,-333906.46188569826,0.0,0.0,0.0
0.8,-1,-1,1,-31043.764001554686,0.0,-0.0003104376400155468,0.0,1.7349496351494472e+24,0.0,1.4160480140861128e+24,5.2068403608261215e+23,867474817.5746279,0.0,1416048014086.1125,520684036082.612,455973474.05825603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.3488317,0.0,1416048014086.1038,520684036082.6103,-478224.8324604166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429375589.95954436,3.576673348511992e-64,2820596.31738163,23783115.040303346,0.0,0.0,0.0,0.0,431065650.41490847,3.983297086961879e-64,3138277.6960060587,21689577.457870774,0.0,0.0,0.0,0.0,411979568.35220265,62589821.10579377,1416085399914.0942,520711310380.7658,0.0,0.0,0.0,0.0,6882473826.409146,0.0,0.0,0.0,3.441236913204193e-06,0.0,0.0,0.0,-455973474.05825603,0.0,0.0,0.0,455892567.59973353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478224.8324604166,0.0,0.0,0.0,-397318.37393432285,0.0,0.0,0.0,-7.573064690121715e-18,-31043.764001553947,-7.573064690121713e-26,-0.0003104376400155394,1.7349496351494542e+24,0.0,1.4160480140861128e+24,5.2068403608261215e+23,867474817.5746312,0.0,1416048014086.1125,520684036082.612,0.0,0.0,0.0,0.0,455892567.59973353,0.0,0.0,0.0,411979568.3488317,0.0,1416048014086.1038,520684036082.6103,0.0,0.0,0.0,0.0,-397318.37393432285,0.0,0.0,0.0
